signal_bar,entry_bar,exit_bar,entry_price,exit_price,direction,outcome,pnl,bars_held,sl_dist,kelly_w
105340,105341,105378,0.6675099999999999,0.6650741756253967,short,win,0.0024358243746032127,37,0.001358440516605635,1.6025357986816182
105380,105381,105382,0.66518,0.6661348547576392,short,loss,-0.0009548547576392341,1,0.0009548547576392092,1.6025357986816182
105400,105401,105408,0.6631,0.6600195915247606,short,win,0.0030804084752393823,7,0.001717920111191178,1.6025357986816182
105421,105422,105439,0.65939,0.66155840125276,short,loss,-0.002168401252759966,17,0.0021684012527599995,1.7704577988230321
105514,105515,105531,0.66229,0.6605861341849759,short,win,0.0017038658150241304,16,0.001441732612712687,1.7704577988230321
105531,105532,105535,0.66112,0.6591164360466513,short,win,0.002003563953348775,3,0.0011173722047522153,1.6025357986816182
105545,105546,105555,0.65731,0.6586510533319111,short,loss,-0.0013410533319111462,9,0.0013410533319111676,1.6025357986816182
105555,105556,105559,0.65868,0.6558896446815553,short,win,0.002790355318444737,3,0.002361069884837901,1.7704577988230321
105563,105564,105598,0.65363,0.6504225117016527,short,win,0.003207488298347383,34,0.0017887915510014381,1.6025357986816182
105688,105689,105691,0.64636,0.6475202154259723,short,loss,-0.001160215425972222,2,0.0011602154259721885,1.6025357986816182
105747,105748,105756,0.64541,0.6423721194357134,short,win,0.0030378805642866658,8,0.001694202622390663,1.6025357986816182
105772,105773,105787,0.64288,0.6441685145353787,short,loss,-0.0012885145353787042,14,0.001288514535378711,1.6025357986816182
106045,106046,106057,0.6429,0.6393404700723665,short,win,0.0035595299276335313,11,0.0019851224596417745,1.6025357986816182
106408,106409,106409,0.64602,0.6480756457443344,short,loss,-0.0020556457443343668,0,0.0020556457443343195,1.7704577988230321
106409,106410,106411,0.64758,0.644960129020828,short,win,0.0026198709791720454,1,0.0022168139054532907,1.7704577988230321
106415,106416,106423,0.64308,0.6395794556993809,short,win,0.0035005443006190795,7,0.0019522266291914204,1.6025357986816182
106425,106426,106473,0.64111,0.64128,short,loss,-0.00017000000000000348,47,0.0021118080783119383,1.6025357986816182
106506,106507,106507,0.63829,0.6398185771756113,short,loss,-0.0015285771756112787,0,0.001528577175611299,1.6025357986816182
106520,106521,106540,0.6384,0.6350526963109807,short,win,0.0033473036890192542,19,0.0018667655188760993,1.6025357986816182
106585,106586,106606,0.6317,0.6290199637738669,short,win,0.002680036226133109,20,0.0014946355876511443,1.6025357986816182
106630,106631,106649,0.62963,0.6277510314359637,short,win,0.001878968564036354,18,0.0010478863145587571,1.6025357986816182
106659,106660,106672,0.62601,0.6272230506132828,short,loss,-0.0012130506132828067,12,0.0012130506132827519,1.6025357986816182
106672,106673,106675,0.6269899999999999,0.628441925290394,short,loss,-0.0014519252903940627,2,0.0014519252903940506,1.6025357986816182
106678,106679,106688,0.6267,0.6282723903746528,short,loss,-0.0015723903746527323,9,0.0015723903746527863,1.6025357986816182
106754,106755,106755,0.62522,0.626513209154806,short,loss,-0.0012932091548060187,0,0.0012932091548060302,1.6025357986816182
106844,106845,106871,0.62706,0.62853658746207,short,loss,-0.0014765874620700226,26,0.0014765874620700364,1.7704577988230321
106991,106992,107039,0.6232,0.62245,short,win,0.0007500000000000284,47,0.002346704867945754,1.6025357986816182
107286,107287,107321,0.62605,0.6235344396922098,short,win,0.00251556030779021,34,0.0014029086331906924,1.6025357986816182
107322,107323,107328,0.6241099999999999,0.6252361938354134,short,loss,-0.0011261938354134582,5,0.001126193835413462,1.6025357986816182
107330,107331,107343,0.62529,0.6275680152637281,short,loss,-0.0022780152637280615,12,0.002278015263728059,1.7704577988230321
107408,107409,107427,0.62723,0.625400263995887,short,win,0.0018297360041129584,18,0.0010204296946014469,1.6025357986816182
107428,107429,107431,0.6253799999999999,0.6264001964522867,short,loss,-0.0010201964522867923,2,0.001020196452286775,1.6025357986816182
107431,107432,107436,0.62601,0.6270652784641669,short,loss,-0.0010552784641669755,4,0.0010552784641669386,1.6025357986816182
107449,107450,107455,0.6244999999999999,0.6222749331342002,short,win,0.0022250668657997075,5,0.0018827488864459497,1.7704577988230321
107455,107456,107458,0.62169,0.6231140888827112,short,loss,-0.001424088882711283,2,0.001424088882711314,1.6025357986816182
107458,107459,107459,0.62399,0.626700113125992,short,loss,-0.0027101131259920086,0,0.0027101131259919674,1.7704577988230321
107917,107918,107965,0.64112,0.64019,short,win,0.0009299999999999864,47,0.0020449548171481337,1.7704577988230321
108009,108010,108019,0.64008,0.6381198951846035,short,win,0.001960104815396435,9,0.001470078611547293,1.5697936480707084
108034,108035,108064,0.63911,0.641028457082831,short,loss,-0.0019184570828310044,29,0.0019184570828310226,1.585597143084196
108134,108135,108174,0.63853,0.6411742294377111,short,loss,-0.002644229437711032,39,0.0026442294377109956,1.5697936480707084
